1.0.169.49: 23969, TOT Public Company Limited
83.110.23.141: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.23.4: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.23.54: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.4.144: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.4.236: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.4.90: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.59.180: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.6.105: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.6.79: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.7.178: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.72.133: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.72.160: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.72.233: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.72.235: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.73.137: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.73.64: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.73.97: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.75.160: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.75.250: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.75.29: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.76.178: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.76.70: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.77.250: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.78.147: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.78.209: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.78.253: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.79.230: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.79.74: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.79.81: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.8.78: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.80.110: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.80.154: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.80.231: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.81.8: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.84.141: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.85.190: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.87.104: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.87.161: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.88.178: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.89.35: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.92.170: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.92.20: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.92.99: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.93.204: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.93.44: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.94.141: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.94.170: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.94.95: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.95.254: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.97.128: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.98.37: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.111.122.10: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.111.147.100: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.111.156.231: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.111.51.105: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.118.0.50: 132280, Symphony Communication Thailand PCL.
83.118.19.66: 132280, Symphony Communication Thailand PCL.
83.118.196.135: 34177, Celeste SAS
83.118.25.178: 132280, Symphony Communication Thailand PCL.
83.118.31.90: 132280, Symphony Communication Thailand PCL.
83.118.45.4: 132280, Symphony Communication Thailand PCL.
83.118.49.228: 132280, Symphony Communication Thailand PCL.
83.118.66.2: 132280, Symphony Communication Thailand PCL.
83.118.69.146: 132280, Symphony Communication Thailand PCL.
83.118.85.100: 132280, Symphony Communication Thailand PCL.
83.12.112.166: 5617, Orange Polska Spolka Akcyjna
83.12.26.146: 5617, Orange Polska Spolka Akcyjna
83.128.131.122: 16509, AMAZON-02
83.128.16.6: 16509, AMAZON-02
83.13.153.3: 5617, Orange Polska Spolka Akcyjna
83.134.97.149: 5432, Proximus NV
83.14.205.178: 5617, Orange Polska Spolka Akcyjna
83.14.21.90: 5617, Orange Polska Spolka Akcyjna
83.14.4.202: 5617, Orange Polska Spolka Akcyjna
83.143.27.49: 37678, BOFINET
83.143.27.65: 37678, BOFINET
83.144.100.14: 6830, Liberty Global B.V.
83.144.126.238: 6830, Liberty Global B.V.
83.146.210.138: 39194, Vakka-Suomen Puhelin Oy
83.146.210.162: 39194, Vakka-Suomen Puhelin Oy
83.146.222.12: 39194, Vakka-Suomen Puhelin Oy
83.146.222.162: 39194, Vakka-Suomen Puhelin Oy
83.146.231.21: 39194, Vakka-Suomen Puhelin Oy
83.146.231.23: 39194, Vakka-Suomen Puhelin Oy
83.149.161.83: 31319, Estracom SpA
83.149.166.58: 31319, Estracom SpA
83.149.168.211: 31319, Estracom SpA
83.15.129.246: 5617, Orange Polska Spolka Akcyjna
83.150.11.160: 8758, Iway AG
83.150.11.210: 8758, Iway AG
83.150.40.188: 8758, Iway AG
83.150.70.78: 29422, Telia Cygate Oy
83.151.146.165: 31027, GlobalConnect A/S
83.16.131.10: 5617, Orange Polska Spolka Akcyjna
83.16.145.98: 5617, Orange Polska Spolka Akcyjna
83.16.200.98: 5617, Orange Polska Spolka Akcyjna
83.16.239.138: 5617, Orange Polska Spolka Akcyjna
83.16.25.18: 5617, Orange Polska Spolka Akcyjna
83.167.220.50: 33915, Vodafone Libertel B.V.
83.167.247.151: 24971, Master Internet s.r.o.
83.167.43.60: 8218, Zayo Infrastructure France SA
83.17.109.234: 5617, Orange Polska Spolka Akcyjna
83.17.113.238: 5617, Orange Polska Spolka Akcyjna
83.17.199.194: 5617, Orange Polska Spolka Akcyjna
83.17.199.195: 5617, Orange Polska Spolka Akcyjna
83.17.208.234: 5617, Orange Polska Spolka Akcyjna
83.173.231.170: 3303, Bluewin
83.173.240.98: 3303, Bluewin
83.174.128.219: 57795, NG-BLU Networks B.V.
83.174.133.174: 57795, NG-BLU Networks B.V.
83.174.135.41: 57795, NG-BLU Networks B.V.
83.174.142.14: 57795, NG-BLU Networks B.V.
83.174.142.151: 57795, NG-BLU Networks B.V.
83.174.142.18: 57795, NG-BLU Networks B.V.
83.174.142.61: 57795, NG-BLU Networks B.V.
83.174.142.82: 57795, NG-BLU Networks B.V.
83.174.143.103: 57795, NG-BLU Networks B.V.
83.174.143.130: 57795, NG-BLU Networks B.V.
83.174.143.238: 57795, NG-BLU Networks B.V.
83.175.111.37: 31510, Innsbrucker Kommunalbetriebe AG
83.175.74.133: 31510, Innsbrucker Kommunalbetriebe AG
83.175.88.12: 31510, Innsbrucker Kommunalbetriebe AG
83.18.196.146: 5617, Orange Polska Spolka Akcyjna
83.18.204.154: 5617, Orange Polska Spolka Akcyjna
83.19.217.127: 5617, Orange Polska Spolka Akcyjna
83.19.68.114: 5617, Orange Polska Spolka Akcyjna
83.198.154.12: 3215, Orange
83.200.45.247: 3215, Orange
83.211.17.138: 3302, Retelit Digital Services S.p.A.
83.215.240.233: 8445, SALZBURG AG fur Energie, Verkehr und Telekommunikation
83.218.173.82: 31543, myNet GmbH
83.22.161.127: 5617, Orange Polska Spolka Akcyjna
83.232.38.252: 1136, KPN B.V.
83.233.185.250: 29518, Bredband2 AB
83.233.94.230: 29518, Bredband2 AB
83.236.220.162: 20676, Plusnet GmbH
83.238.66.3: 12741, Netia SA
83.24.151.224: 5617, Orange Polska Spolka Akcyjna
83.240.185.110: 15525, Servicos De Comunicacoes E Multimedia S.A.
83.240.201.110: 15525, Servicos De Comunicacoes E Multimedia S.A.
83.240.201.126: 15525, Servicos De Comunicacoes E Multimedia S.A.
83.240.213.194: 15525, Servicos De Comunicacoes E Multimedia S.A.
83.240.26.162: 31246, O2 Czech Republic, a.s.
83.241.193.10: 12552, GlobalConnect AB
83.247.34.5: 12414, Solcon Internetdiensten B.V.
83.3.190.202: 5617, Orange Polska Spolka Akcyjna
83.33.21.145: 3352, Telefonica De Espana S.a.u.
83.37.112.45: 3352, Telefonica De Espana S.a.u.
83.37.155.105: 3352, Telefonica De Espana S.a.u.
83.37.155.57: 3352, Telefonica De Espana S.a.u.
83.37.27.170: 3352, Telefonica De Espana S.a.u.
83.48.1.107: 3352, Telefonica De Espana S.a.u.
83.48.127.120: 3352, Telefonica De Espana S.a.u.
83.48.131.61: 3352, Telefonica De Espana S.a.u.
83.48.19.137: 3352, Telefonica De Espana S.a.u.
83.48.22.80: 3352, Telefonica De Espana S.a.u.
83.48.42.43: 3352, Telefonica De Espana S.a.u.
83.48.45.239: 3352, Telefonica De Espana S.a.u.
83.48.77.45: 3352, Telefonica De Espana S.a.u.
83.48.79.33: 3352, Telefonica De Espana S.a.u.
83.48.8.103: 3352, Telefonica De Espana S.a.u.
83.51.122.127: 3352, Telefonica De Espana S.a.u.
83.51.215.146: 3352, Telefonica De Espana S.a.u.
83.51.51.239: 3352, Telefonica De Espana S.a.u.
83.53.210.232: 3352, Telefonica De Espana S.a.u.
83.56.1.246: 3352, Telefonica De Espana S.a.u.
83.56.22.90: 3352, Telefonica De Espana S.a.u.
83.56.30.127: 3352, Telefonica De Espana S.a.u.
83.56.39.199: 3352, Telefonica De Espana S.a.u.
83.56.41.202: 3352, Telefonica De Espana S.a.u.
83.58.234.77: 3352, Telefonica De Espana S.a.u.
83.59.15.235: 3352, Telefonica De Espana S.a.u.
83.61.17.39: 3352, Telefonica De Espana S.a.u.
83.61.21.158: 3352, Telefonica De Espana S.a.u.
83.61.6.56: 3352, Telefonica De Espana S.a.u.
83.64.159.142: 8412, T-Mobile Austria GmbH
83.64.164.122: 8412, T-Mobile Austria GmbH
83.64.55.106: 8412, T-Mobile Austria GmbH
83.64.57.123: 8412, T-Mobile Austria GmbH
83.64.57.219: 8412, T-Mobile Austria GmbH
83.64.68.190: 8412, T-Mobile Austria GmbH
83.64.94.58: 8412, T-Mobile Austria GmbH
83.65.0.94: 8412, T-Mobile Austria GmbH
83.65.4.91: 8412, T-Mobile Austria GmbH
83.68.251.34: 51132, Arkaden Konsult AB
83.71.222.235: 5466, Eir Broadband
83.78.208.209: 3303, Bluewin
83.79.154.196: 3303, Bluewin
83.85.4.203: 33915, Vodafone Libertel B.V.
83.91.96.10: 3292, TDC Holding A/S
83.96.10.139: 21050, Fast Communication Company Ltd
83.96.12.162: 21050, Fast Communication Company Ltd
83.96.12.194: 21050, Fast Communication Company Ltd
83.96.190.1: 21155, Signet B.V.
83.96.34.122: 21050, Fast Communication Company Ltd
83.96.38.42: 21050, Fast Communication Company Ltd
83.96.52.90: 21050, Fast Communication Company Ltd
84.10.4.234: 6830, Liberty Global B.V.
84.105.8.187: 33915, Vodafone Libertel B.V.
84.108.138.32: 8551, Bezeq International Ltd.
84.108.87.19: 8551, Bezeq International Ltd.
84.11.49.242: 29259, IABG Teleport GmbH
84.110.124.230: 8551, Bezeq International Ltd.
84.110.125.162: 8551, Bezeq International Ltd.
84.110.129.2: 8551, Bezeq International Ltd.
84.110.144.110: 8551, Bezeq International Ltd.
84.110.144.210: 8551, Bezeq International Ltd.
84.110.145.130: 8551, Bezeq International Ltd.
84.110.149.202: 8551, Bezeq International Ltd.
84.110.154.210: 8551, Bezeq International Ltd.
84.110.155.94: 8551, Bezeq International Ltd.
84.110.217.76: 8551, Bezeq International Ltd.
84.110.39.118: 8551, Bezeq International Ltd.
84.110.41.254: 8551, Bezeq International Ltd.
84.110.56.62: 8551, Bezeq International Ltd.
84.110.63.170: 8551, Bezeq International Ltd.
84.110.98.154: 8551, Bezeq International Ltd.
84.112.221.220: 8412, T-Mobile Austria GmbH
84.113.112.219: 8412, T-Mobile Austria GmbH
84.130.123.40: 3320, Deutsche Telekom AG
84.130.124.83: 3320, Deutsche Telekom AG
84.14.159.133: 8220, COLT Technology Services Group Limited
84.14.183.58: 8220, COLT Technology Services Group Limited
84.14.39.194: 8220, COLT Technology Services Group Limited
84.14.77.22: 8220, COLT Technology Services Group Limited
84.16.196.34: 34087, Nte Telekom As
84.160.165.211: 3320, Deutsche Telekom AG
84.160.2.23: 3320, Deutsche Telekom AG
84.177.64.216: 3320, Deutsche Telekom AG
84.193.181.196: 6848, Telenet BV
84.194.109.46: 6848, Telenet BV
84.195.192.23: 6848, Telenet BV
84.196.46.24: 6848, Telenet BV
84.197.13.172: 6848, Telenet BV
84.197.230.80: 6848, Telenet BV
84.197.238.17: 6848, Telenet BV
84.198.144.18: 6848, Telenet BV
84.198.144.20: 6848, Telenet BV
84.198.147.226: 6848, Telenet BV
84.198.166.17: 6848, Telenet BV
84.198.216.154: 6848, Telenet BV
84.198.248.130: 6848, Telenet BV
84.198.252.226: 6848, Telenet BV
84.199.126.74: 6848, Telenet BV
84.199.20.207: 6848, Telenet BV
84.199.205.110: 6848, Telenet BV
84.199.231.234: 6848, Telenet BV
84.199.233.170: 6848, Telenet BV
84.199.239.18: 6848, Telenet BV
84.199.239.210: 6848, Telenet BV
84.199.43.106: 6848, Telenet BV
84.199.49.34: 6848, Telenet BV
84.199.88.115: 6848, Telenet BV
84.203.113.180: 31122, Digiweb ltd
84.205.104.9: 31619, City Stars
84.205.106.191: 31619, City Stars
84.217.16.156: 2119, Telenor Norge AS
84.228.115.250: 12400, Partner Communications Ltd.
84.228.153.112: 12400, Partner Communications Ltd.
84.228.160.188: 12400, Partner Communications Ltd.
84.228.164.250: 12400, Partner Communications Ltd.
84.228.17.223: 12400, Partner Communications Ltd.
84.228.30.143: 12400, Partner Communications Ltd.
84.228.9.124: 12400, Partner Communications Ltd.
84.232.106.248: 29119, Aire Networks Del Mediterraneo Sl Unipersonal
84.232.146.208: 8708, Digi Romania S.A.
84.232.147.201: 8708, Digi Romania S.A.
84.234.218.122: 29695, Lyse Tele
84.234.235.234: 29695, Lyse Tele
84.241.135.208: 20847, Previder B.V.
84.241.141.196: 20847, Previder B.V.
84.242.34.223: 204170, Awaser Oman LLC
84.242.39.19: 204170, Awaser Oman LLC
84.242.41.177: 204170, Awaser Oman LLC
84.242.50.130: 51407, Mada Al-Arab General Services Company
84.242.51.10: 51407, Mada Al-Arab General Services Company
84.243.194.162: 39647, Enreach Netherlands B.V.
84.243.196.120: 39647, Enreach Netherlands B.V.
84.243.199.151: 39647, Enreach Netherlands B.V.
84.243.222.247: 39647, Enreach Netherlands B.V.
84.247.236.46: 31263, Mynet S.r.l.
84.247.246.180: 31263, Mynet S.r.l.
84.25.107.219: 33915, Vodafone Libertel B.V.
84.253.13.82: 3303, Bluewin
84.253.30.94: 3303, Bluewin
84.253.40.142: 3303, Bluewin
84.254.1.187: 25472, Nova Telecommunications & Media Single Member S.A
84.254.102.251: 8758, Iway AG
84.254.15.101: 25472, Nova Telecommunications & Media Single Member S.A
84.254.15.107: 25472, Nova Telecommunications & Media Single Member S.A
84.254.188.162: 29286, Skylogic S.p.A.
84.254.188.181: 29286, Skylogic S.p.A.
84.254.96.79: 8758, Iway AG
84.255.173.34: 5416, Beyon B.s.c.
84.255.173.76: 5416, Beyon B.s.c.
84.255.248.183: 34779, T-2, d.o.o.
84.26.75.222: 33915, Vodafone Libertel B.V.
84.29.194.170: 33915, Vodafone Libertel B.V.
84.29.9.224: 33915, Vodafone Libertel B.V.
84.31.19.221: 33915, Vodafone Libertel B.V.
84.33.117.113: 35612, EOLO S.p.A.
84.35.56.83: 21221, Infopact Netwerkdiensten B.V.
84.36.10.178: 36992, Etisalat Misr
84.36.10.2: 36992, Etisalat Misr
84.42.167.155: 16019, Vodafone Czech Republic a.s.
84.43.86.178: 12708, TalkTalk
84.46.78.235: 15943, wilhelm.tel GmbH
84.46.81.244: 15943, wilhelm.tel GmbH
84.49.64.6: Unknown
84.53.107.254: 29396, Eurofiber Nederland BV
84.53.112.22: 29396, Eurofiber Nederland BV
84.53.118.132: 29396, Eurofiber Nederland BV
84.53.70.104: 29396, Eurofiber Nederland BV
84.53.92.169: 29396, Eurofiber Nederland BV
84.54.115.196: 8193, Uzbektelekom Joint Stock Company
84.54.75.122: 8193, Uzbektelekom Joint Stock Company
84.55.180.141: 15557, Societe Francaise Du Radiotelephone - SFR SA
84.73.127.112: 6730, Sunrise GmbH
84.78.105.45: 12479, Orange Espagne SA
84.80.163.225: 1136, KPN B.V.
84.82.128.55: 1136, KPN B.V.
84.82.176.218: 1136, KPN B.V.
84.84.18.9: 1136, KPN B.V.
84.84.228.41: 1136, KPN B.V.
84.95.135.90: 12400, Partner Communications Ltd.
84.95.199.210: 12400, Partner Communications Ltd.
84.95.209.189: 12400, Partner Communications Ltd.
85.11.100.146: 30851, Sileman Sp. z o.o.
85.11.113.194: 30851, Sileman Sp. z o.o.
85.11.75.51: 30851, Sileman Sp. z o.o.
85.11.75.60: 30851, Sileman Sp. z o.o.
85.114.158.78: 24961, WIIT AG
85.119.109.146: 209754, VitrumNet BV
85.124.53.226: 8412, T-Mobile Austria GmbH
85.125.32.18: 8412, T-Mobile Austria GmbH
85.125.66.10: 8412, T-Mobile Austria GmbH
85.126.117.2: 8412, T-Mobile Austria GmbH
85.132.12.190: 29049, Delta Telecom Ltd
85.132.57.141: 29049, Delta Telecom Ltd
85.14.123.32: 31242, Play
85.14.154.45: 209479, Groupe Telecoms De L Ouest SAS
85.14.87.113: 31242, Play
85.14.94.230: 31242, Play
85.146.193.78: 33915, Vodafone Libertel B.V.
85.146.196.254: 33915, Vodafone Libertel B.V.
85.146.198.102: 33915, Vodafone Libertel B.V.
85.146.202.210: 33915, Vodafone Libertel B.V.
85.146.207.116: 33915, Vodafone Libertel B.V.
85.146.211.202: 33915, Vodafone Libertel B.V.
85.146.236.202: 33915, Vodafone Libertel B.V.
85.152.24.46: 12946, R Cable y Telecable Telecomunicaciones, S.A.U.
85.154.112.156: 28885, Oman Telecommunications Company (S.A.O.G)
85.154.218.250: 28885, Oman Telecommunications Company (S.A.O.G)
85.154.29.130: 28885, Oman Telecommunications Company (S.A.O.G)
85.154.47.56: 28885, Oman Telecommunications Company (S.A.O.G)
85.154.88.170: 28885, Oman Telecommunications Company (S.A.O.G)
85.158.33.253: 16178, Logosoft , information engineering and Internet providing
85.158.33.28: 16178, Logosoft , information engineering and Internet providing
85.16.70.100: 9145, EWE-Tel GmbH
85.16.70.24: 9145, EWE-Tel GmbH
85.16.71.246: 9145, EWE-Tel GmbH
85.162.0.214: 28725, CETIN a.s.
85.162.0.215: 28725, CETIN a.s.
85.165.66.184: 2119, Telenor Norge AS
85.166.109.232: 2119, Telenor Norge AS
85.183.27.35: 6805, Telefonica Germany
85.184.180.254: 204274, AURA Fiber A/S
85.184.66.201: 29283, Hub One SA
85.184.79.18: 29283, Hub One SA
85.191.214.194: 39642, Norlys Digital A/S
85.191.219.94: 39642, Norlys Digital A/S
85.193.192.170: 34337, Electronic Mechanical Company Elpos Sp Z O O
85.194.108.189: 29255, Etihad Etisalat, a joint stock company
85.194.240.194: 57367, Atman Sp. z o.o.
85.194.242.113: 57367, Atman Sp. z o.o.
85.194.242.135: 57367, Atman Sp. z o.o.
85.194.243.117: 57367, Atman Sp. z o.o.
85.194.243.91: 57367, Atman Sp. z o.o.
85.194.244.115: 57367, Atman Sp. z o.o.
85.194.90.242: 29255, Etihad Etisalat, a joint stock company
85.199.240.20: 42973, M247 UK Ltd
85.199.242.164: 42973, M247 UK Ltd
85.199.243.164: 42973, M247 UK Ltd
85.200.248.30: 8542, Eviny Digital AS
85.201.204.229: 12392, VOO S.A.
85.201.31.6: 12392, VOO S.A.
85.204.109.217: 207375, Fiber Operator B.V.
85.207.213.222: 25248, RADIOKOMUNIKACE a.s.
85.207.217.190: 25248, RADIOKOMUNIKACE a.s.
85.208.55.11: 35427, Inspire Net Information Technology
85.219.208.241: 43153, Sferanet S.A.
85.219.233.130: 12912, T-Mobile Polska S.A.
85.22.137.215: 15763, DOKOM Gesellschaft fuer Telekommunikation mbH
85.220.137.219: 25394, MK Netzdienste GmbH
85.220.210.138: 25394, MK Netzdienste GmbH
85.220.216.14: 25394, MK Netzdienste GmbH
85.220.253.111: 25394, MK Netzdienste GmbH
85.221.164.198: 13110, INEA sp. z o.o.
